Saved path: barber_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, cafe, dentist, craft_shop, florist, music_store, party_store, bike_shop, pet_store, bakery : 51645
Saved path: gelateria, music_store, pharmacy, bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, cafe, bookstore, pizzeria, gym : 48803
Saved path: salon, jewelry_store, hardware_store, gym, craft_shop, florist, pizzeria, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, bakery, pet_store, bike_shop : 40432
Saved path: barber_shop, party_store, gelateria, florist, pizzeria, craft_shop, dentist, clothing_store, toy_store, noodle_house, burger_joint, hardware_store, bike_shop, pet_store, bakery : 49739
Saved path: toy_store, clothing_store, burger_joint, bookstore, cafe, dentist, craft_shop, florist, gelateria, pharmacy, jewelry_store, bakery, pet_store, bike_shop, gym : 49669
Saved path: grocery_store, clothing_store, toy_store, noodle_house, burger_joint, hardware_store, barber_shop, bakery, salon, pharmacy, gelateria, florist, bank, pizzeria, bookstore : 33390
Saved path: pet_store, bike_shop, salon, jewelry_store, barber_shop, hardware_store, gym, toy_store, noodle_house, tech_shop, cafe, dentist, craft_shop, gelateria, bakery : 49756
Saved path: pharmacy, music_store, florist, bank, craft_shop, gym, hardware_store, noodle_house, grocery_store, clothing_store, barber_shop, jewelry_store, bike_shop, bakery, party_store : 38332
Saved path: pizzeria, bookstore, cafe, dentist, grocery_store, tech_shop, toy_store, barber_shop, bakery, salon, party_store, pharmacy, music_store, craft_shop, gym : 41750
Saved path: bakery, gelateria, bank, pizzeria, dentist, cafe, grocery_store, tech_shop, toy_store, hardware_store, barber_shop, jewelry_store, salon, bike_shop, pet_store : 49284
Saved path: barber_shop, jewelry_store, bakery, party_store, gelateria, music_store, florist, bank, craft_shop, gym, pizzeria, bookstore, cafe, grocery_store, toy_store : 35759
Saved path: jewelry_store, barber_shop, toy_store, noodle_house, grocery_store, cafe, dentist, craft_shop, bank, florist, music_store, party_store, bakery, pet_store, bike_shop : 47944
Saved path: bike_shop, pet_store, burger_joint, tech_shop, toy_store, clothing_store, dentist, bookstore, pizzeria, craft_shop, florist, music_store, gelateria, pharmacy, salon : 47863
Saved path: pet_store, bike_shop, salon, party_store, pharmacy, gelateria, bank, pizzeria, bookstore, burger_joint, tech_shop, noodle_house, toy_store, barber_shop, bakery : 40878
Saved path: jewelry_store, hardware_store, gym, toy_store, tech_shop, clothing_store, dentist, craft_shop, bank, music_store, pharmacy, salon, bike_shop, pet_store, bakery : 49705
Saved path: pet_store, bike_shop, pharmacy, gelateria, florist, bank, bookstore, dentist, grocery_store, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery : 52077
Saved path: clothing_store, grocery_store, cafe, burger_joint, gym, pizzeria, craft_shop, bank, gelateria, pharmacy, salon, bakery, barber_shop, toy_store, tech_shop : 33934
Saved path: bike_shop, bakery, hardware_store, gym, burger_joint, noodle_house, toy_store, clothing_store, dentist, cafe, bookstore, pizzeria, craft_shop, bank, music_store : 41128
Saved path: barber_shop, jewelry_store, pharmacy, bank, craft_shop, pizzeria, bookstore, cafe, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, pet_store, bakery : 42664
Saved path: gelateria, music_store, bank, pizzeria, craft_shop, dentist, burger_joint, tech_shop, noodle_house, toy_store, hardware_store, salon, bike_shop, pet_store, bakery : 45688
Saved path: pharmacy, gelateria, craft_shop, pizzeria, bookstore, cafe, dentist, clothing_store, toy_store, tech_shop, burger_joint, gym, hardware_store, bakery, party_store : 36016
Saved path: bakery, party_store, pharmacy, gelateria, music_store, florist, dentist, cafe, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym : 35726
Saved path: pharmacy, salon, bakery, hardware_store, gym, burger_joint, noodle_house, toy_store, grocery_store, cafe, bookstore, pizzeria, craft_shop, music_store, gelateria : 33467
Saved path: burger_joint, bookstore, dentist, florist, music_store, pharmacy, bike_shop, pet_store, bakery, barber_shop, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop : 51271
Saved path: salon, bike_shop, bakery, party_store, hardware_store, gym, florist, craft_shop, dentist, bookstore, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store : 41619
Saved path: grocery_store, clothing_store, toy_store, barber_shop, bakery, bike_shop, party_store, gelateria, florist, bank, craft_shop, pizzeria, bookstore, burger_joint, cafe : 33818
Saved path: bakery, salon, pharmacy, music_store, florist, bank, craft_shop, bookstore, cafe, clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store : 32279
Saved path: bakery, barber_shop, party_store, gelateria, music_store, florist, craft_shop, dentist, bookstore, burger_joint, tech_shop, toy_store, hardware_store, salon, bike_shop : 42523
Saved path: clothing_store, grocery_store, bookstore, craft_shop, bank, florist, gelateria, pharmacy, party_store, bakery, pet_store, bike_shop, gym, toy_store, noodle_house : 41377
Saved path: florist, gelateria, pharmacy, party_store, salon, bike_shop, bakery, barber_shop, toy_store, tech_shop, grocery_store, dentist, gym, pizzeria, bank : 40804
Saved path: barber_shop, toy_store, noodle_house, tech_shop, cafe, burger_joint, hardware_store, gym, bank, florist, gelateria, pharmacy, party_store, pet_store, bakery : 42699
Saved path: jewelry_store, barber_shop, bakery, bike_shop, party_store, pharmacy, bank, craft_shop, dentist, clothing_store, grocery_store, cafe, bookstore, gym, hardware_store : 41361
Saved path: party_store, pharmacy, gelateria, music_store, pizzeria, gym, toy_store, noodle_house, grocery_store, cafe, burger_joint, hardware_store, jewelry_store, bakery, salon : 35366
Saved path: toy_store, noodle_house, burger_joint, bookstore, cafe, grocery_store, dentist, craft_shop, bank, florist, party_store, bakery, salon, hardware_store, gym : 34974
Saved path: noodle_house, toy_store, hardware_store, jewelry_store, pet_store, bakery, salon, pharmacy, gelateria, florist, craft_shop, dentist, cafe, bookstore, burger_joint : 44618
Saved path: barber_shop, jewelry_store, pet_store, bakery, pharmacy, gelateria, music_store, bank, craft_shop, pizzeria, bookstore, cafe, burger_joint, noodle_house, toy_store : 42450
