Saved path: clothing_store, noodle_house, toy_store, hardware_store, barber_shop, bakery, bike_shop, party_store, pharmacy, gelateria, music_store, craft_shop, dentist, cafe, bookstore : 43940
Saved path: bike_shop, bakery, barber_shop, jewelry_store, hardware_store, toy_store, clothing_store, grocery_store, dentist, bookstore, bank, gelateria, pharmacy, party_store, salon : 40140
Saved path: gym, burger_joint, noodle_house, grocery_store, cafe, bookstore, craft_shop, bank, florist, music_store, gelateria, pharmacy, party_store, bakery, pet_store : 41664
Saved path: toy_store, tech_shop, grocery_store, cafe, burger_joint, pizzeria, craft_shop, florist, music_store, gelateria, pharmacy, party_store, salon, bakery, barber_shop : 34257
Saved path: grocery_store, clothing_store, toy_store, barber_shop, pet_store, bakery, salon, hardware_store, gym, florist, bank, craft_shop, pizzeria, bookstore, burger_joint : 40340
Saved path: tech_shop, grocery_store, dentist, cafe, bookstore, pizzeria, florist, music_store, gelateria, bike_shop, salon, jewelry_store, hardware_store, gym, toy_store : 43058
Saved path: craft_shop, dentist, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, pet_store, bakery, party_store, gelateria, music_store, florist, gym : 50147
Saved path: cafe, dentist, craft_shop, bank, florist, gelateria, party_store, bike_shop, pet_store, bakery, barber_shop, toy_store, tech_shop, burger_joint, bookstore : 46670
Saved path: pizzeria, bank, florist, bakery, pet_store, bike_shop, salon, jewelry_store, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, bookstore : 39880
Saved path: pizzeria, craft_shop, dentist, cafe, burger_joint, noodle_house, toy_store, hardware_store, salon, bakery, pet_store, barber_shop, music_store, florist, bank : 48928
Saved path: hardware_store, burger_joint, toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop, music_store, party_store, bakery, pet_store, bike_shop, salon, jewelry_store : 48053
Saved path: craft_shop, bank, gelateria, music_store, party_store, bakery, jewelry_store, hardware_store, toy_store, tech_shop, burger_joint, bookstore, cafe, grocery_store, dentist : 38125
Saved path: grocery_store, clothing_store, toy_store, barber_shop, bakery, pet_store, party_store, hardware_store, gym, florist, bank, craft_shop, pizzeria, bookstore, burger_joint : 44025
Saved path: grocery_store, tech_shop, toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, party_store, pharmacy, music_store, pizzeria, bookstore, dentist : 49477
Saved path: barber_shop, toy_store, noodle_house, tech_shop, clothing_store, dentist, craft_shop, bookstore, burger_joint, hardware_store, party_store, pharmacy, salon, bakery, pet_store : 48688
Saved path: cafe, bookstore, music_store, bakery, pet_store, bike_shop, jewelry_store, hardware_store, gym, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, dentist : 53000
Saved path: bakery, toy_store, noodle_house, grocery_store, cafe, dentist, pizzeria, bank, florist, music_store, party_store, jewelry_store, salon, bike_shop, pet_store : 47529
Saved path: bank, pizzeria, bookstore, cafe, burger_joint, toy_store, gym, hardware_store, jewelry_store, bakery, bike_shop, salon, pharmacy, gelateria, music_store : 36466
Saved path: burger_joint, dentist, clothing_store, toy_store, hardware_store, pet_store, bakery, barber_shop, party_store, pharmacy, gelateria, florist, bank, pizzeria, bookstore : 48704
Saved path: music_store, gelateria, bakery, bike_shop, jewelry_store, gym, toy_store, noodle_house, tech_shop, clothing_store, dentist, bookstore, pizzeria, craft_shop, bank : 43357
Saved path: salon, jewelry_store, party_store, gelateria, music_store, craft_shop, pizzeria, bookstore, cafe, clothing_store, toy_store, noodle_house, burger_joint, gym, pet_store : 46144
Saved path: pharmacy, gelateria, music_store, florist, craft_shop, pizzeria, bookstore, grocery_store, tech_shop, noodle_house, toy_store, hardware_store, barber_shop, bakery, party_store : 35248
Saved path: tech_shop, burger_joint, gym, bakery, bike_shop, jewelry_store, party_store, music_store, gelateria, pizzeria, bookstore, cafe, dentist, clothing_store, toy_store : 43407
Saved path: bike_shop, bakery, barber_shop, party_store, gelateria, florist, craft_shop, dentist, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, hardware_store, salon : 39685
Saved path: bank, craft_shop, dentist, cafe, burger_joint, noodle_house, tech_shop, clothing_store, toy_store, barber_shop, jewelry_store, pet_store, bakery, pharmacy, music_store : 47587
Saved path: florist, bank, craft_shop, bookstore, cafe, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, bakery, jewelry_store, party_store, pharmacy, music_store : 31621
Saved path: hardware_store, gym, toy_store, noodle_house, clothing_store, dentist, pizzeria, bank, pharmacy, salon, bike_shop, pet_store, bakery, barber_shop, jewelry_store : 50863
Saved path: gym, toy_store, noodle_house, tech_shop, grocery_store, bookstore, craft_shop, bank, florist, music_store, gelateria, pharmacy, bakery, bike_shop, hardware_store : 35522
Saved path: salon, jewelry_store, barber_shop, toy_store, tech_shop, clothing_store, grocery_store, cafe, dentist, craft_shop, pizzeria, gelateria, music_store, bakery, pet_store : 48398
Saved path: tech_shop, cafe, burger_joint, gym, craft_shop, florist, music_store, gelateria, party_store, bakery, pet_store, jewelry_store, barber_shop, toy_store, clothing_store : 45842
Saved path: pet_store, bakery, party_store, pharmacy, music_store, bank, craft_shop, dentist, cafe, burger_joint, tech_shop, clothing_store, toy_store, hardware_store, bike_shop : 45578
Saved path: party_store, music_store, florist, craft_shop, pizzeria, cafe, burger_joint, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop : 46127
Saved path: bookstore, pizzeria, craft_shop, florist, music_store, bakery, pet_store, bike_shop, salon, jewelry_store, gym, toy_store, clothing_store, grocery_store, burger_joint : 46305
Saved path: tech_shop, clothing_store, grocery_store, dentist, bookstore, pizzeria, craft_shop, florist, party_store, bakery, pet_store, bike_shop, jewelry_store, hardware_store, toy_store : 47264
Saved path: barber_shop, jewelry_store, salon, bakery, party_store, hardware_store, gym, pizzeria, bookstore, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store : 34012
